"HBID","dti_dtitk_jhutract_fa_atr_l","dti_dtitk_jhutract_fa_atr_r","dti_dtitk_jhutract_fa_cst_l","dti_dtitk_jhutract_fa_cst_r","dti_dtitk_jhutract_fa_cgc_l","dti_dtitk_jhutract_fa_cgc_r","dti_dtitk_jhutract_fa_cgh_l","dti_dtitk_jhutract_fa_cgh_r","dti_dtitk_jhutract_fa_forceps_mjor","dti_dtitk_jhutract_fa_forceps_minor","dti_dtitk_jhutract_fa_ifo_l","dti_dtitk_jhutract_fa_ifo_r","dti_dtitk_jhutract_fa_ilf_l","dti_dtitk_jhutract_fa_ilf_r","dti_dtitk_jhutract_fa_slf_l","dti_dtitk_jhutract_fa_slf_r","dti_dtitk_jhutract_fa_uf_l","dti_dtitk_jhutract_fa_uf_r"
2021071918,0.36125,0.34886,0.56768,0.55963,0.56898,0.52499,0.39143,0.37154,0.57303,0.44201,0.41715,0.42113,0.45101,0.49663,0.35339,0.38277,0.42093,0.42194
1521418730,0.35227,0.33487,0.52859,0.53881,0.56966,0.53163,0.47159,0.42949,0.55891,0.44337,0.42416,0.43297,0.44073,0.47236,0.35583,0.37245,0.42765,0.45883
3618663597,0.3959,0.36882,0.55243,0.54489,0.58154,0.57049,0.41264,0.40616,0.58643,0.43671,0.43629,0.44108,0.45523,0.46809,0.37227,0.37234,0.40636,0.39515
1221747054,,,,,,,,,,,,,,,,,,
1299498324,0.34511,0.3461,0.51252,0.52286,0.5064,0.43053,0.37845,0.35249,0.56125,0.42059,0.4125,0.43394,0.43029,0.46034,0.34449,0.35295,0.42321,0.40021
1824399043,0.36412,0.3457,0.54066,0.54703,0.52961,0.52766,0.37727,0.39501,0.58935,0.42159,0.42134,0.42934,0.42766,0.46418,0.34635,0.36146,0.39659,0.4181
2494315565,0.36043,0.35291,0.51068,0.53245,0.50031,0.47444,0.35611,0.33124,0.56291,0.42318,0.43163,0.42642,0.45676,0.49926,0.35995,0.36786,0.39713,0.38083
910263579,0.34001,0.34323,0.52191,0.51228,0.45816,0.4642,0.38765,0.37947,0.58646,0.42307,0.41695,0.4144,0.43974,0.47677,0.34875,0.35621,0.37711,0.39887
374650739,,,,,,,,,,,,,,,,,,
1006962161,0.3853,0.35364,0.51929,0.5328,0.52475,0.46161,0.43291,0.38509,0.60376,0.42822,0.42904,0.4359,0.43601,0.48259,0.33939,0.36644,0.40278,0.40419
440042591,0.3869,0.37436,0.55336,0.55302,0.56317,0.53459,0.38618,0.36838,0.57927,0.40048,0.42639,0.44597,0.4585,0.47552,0.35648,0.38709,0.41521,0.43265
3514139604,0.35142,0.33074,0.53594,0.53976,0.4992,0.50263,0.39934,0.38105,0.57556,0.42391,0.42108,0.41977,0.46056,0.49154,0.35248,0.36572,0.4045,0.43048
1638958686,,,,,,,,,,,,,,,,,,
1068213373,0.38181,0.37144,0.57776,0.58457,0.56317,0.59086,0.38558,0.39262,0.60869,0.45291,0.44309,0.4413,0.47352,0.48357,0.38449,0.3877,0.42866,0.45659
3257492886,0.35183,0.33672,0.55695,0.55987,0.55016,0.48633,0.36877,0.33595,0.5747,0.42631,0.4432,0.45187,0.47894,0.51054,0.38085,0.38093,0.41332,0.40751
1529606923,0.36457,0.35821,0.54585,0.53414,0.5718,0.56194,0.39598,0.48426,0.60174,0.44276,0.42338,0.44926,0.45818,0.51432,0.36677,0.37727,0.37184,0.40513
3658838439,0.377,0.364,0.55718,0.53353,0.54277,0.53022,0.39653,0.39647,0.59518,0.4383,0.42805,0.44387,0.44636,0.48539,0.35263,0.37814,0.43439,0.43273
3480191705,0.36281,0.36018,0.51631,0.52777,0.54775,0.50411,0.45776,0.38998,0.59753,0.43041,0.45262,0.46461,0.47323,0.5072,0.36645,0.39299,0.42496,0.45436
4065463241,,,,,,,,,,,,,,,,,,
4069368405,,,,,,,,,,,,,,,,,,
3013454464,0.36426,0.35092,0.55194,0.5374,0.52567,0.5096,0.48347,0.4121,0.60921,0.44293,0.4153,0.42643,0.44017,0.50905,0.36051,0.35919,0.39814,0.3894
627119537,0.40658,0.37471,0.54395,0.56144,0.57776,0.50687,0.40655,0.42186,0.61051,0.45,0.4423,0.44415,0.45466,0.51254,0.37869,0.3944,0.41913,0.42924
772098352,,,,,,,,,,,,,,,,,,
2884763258,0.35763,0.34654,0.52616,0.54077,0.5127,0.46889,0.39701,0.3942,0.57462,0.41157,0.42065,0.4148,0.44354,0.4456,0.36094,0.37359,0.39106,0.42071
4160517112,0.37351,0.36074,0.53668,0.55029,0.52702,0.51632,0.42907,0.40622,0.60517,0.45701,0.43943,0.41535,0.43656,0.44738,0.3717,0.36786,0.41547,0.40486
417786512,0.40375,0.38452,0.55563,0.56139,0.55262,0.52476,0.46677,0.42948,0.59024,0.44321,0.43533,0.44567,0.44929,0.49709,0.36943,0.38184,0.4233,0.42189
1231403496,0.35816,0.34377,0.54877,0.565,0.52224,0.47213,0.39777,0.34092,0.6134,0.43097,0.40904,0.41841,0.44039,0.47178,0.36005,0.3564,0.37586,0.37535
3251930350,0.37057,0.35701,0.519,0.51261,0.52953,0.48345,0.36056,0.37136,0.56571,0.41882,0.44169,0.43492,0.4404,0.44992,0.36123,0.36051,0.41145,0.42032
62812540,0.37959,0.34852,0.56073,0.57053,0.52504,0.51018,0.34446,0.31787,0.59383,0.41405,0.427,0.42716,0.43823,0.46934,0.3606,0.35989,0.37236,0.36193
2697616890,0.37866,0.3509,0.55838,0.56915,0.56338,0.59577,0.40182,0.44707,0.60324,0.433,0.46026,0.46014,0.47629,0.52858,0.39174,0.40009,0.41326,0.43506
672797871,0.39261,0.37357,0.56299,0.57522,0.53142,0.5053,0.32335,0.35687,0.43139,0.44342,0.43342,0.44717,0.46265,0.49974,0.36033,0.35948,0.35988,0.39615
1245408661,0.39,0.37111,0.53677,0.54818,0.44471,0.45536,0.40156,0.38979,0.59959,0.44271,0.46609,0.46537,0.47636,0.48888,0.36871,0.38984,0.43066,0.45157
683316265,0.34329,0.3415,0.52922,0.53581,0.48698,0.53126,0.36728,0.32311,0.56902,0.40161,0.42947,0.43366,0.4205,0.44943,0.3613,0.36469,0.3992,0.39596
3695252733,0.38996,0.37558,0.55667,0.5477,0.50058,0.52166,0.42739,0.38661,0.60364,0.44338,0.45565,0.46388,0.4679,0.49888,0.37432,0.39358,0.40193,0.43658
427651575,0.36112,0.34443,0.53669,0.55398,0.50131,0.43448,0.40242,0.35527,0.57825,0.38115,0.42055,0.43513,0.44729,0.46105,0.36171,0.37277,0.39575,0.40019
1389948415,0.38798,0.36782,0.58314,0.58138,0.52123,0.52642,0.45405,0.43938,0.57222,0.46216,0.45646,0.46543,0.47454,0.50519,0.38072,0.37482,0.42274,0.41605
3234177273,0.36793,0.34363,0.55554,0.57198,0.49322,0.41624,0.39563,0.37605,0.58582,0.43562,0.43331,0.44391,0.44833,0.51588,0.37646,0.38813,0.37687,0.41235
2550790780,0.37356,0.36511,0.54428,0.5549,0.52597,0.54419,0.36187,0.33461,0.58122,0.44125,0.43623,0.4341,0.40966,0.47424,0.36775,0.37569,0.40213,0.41042
3599993759,0.33977,0.33724,0.52233,0.53463,0.49076,0.39296,0.47987,0.4191,0.6094,0.42638,0.43299,0.44442,0.43743,0.44978,0.36383,0.34453,0.39227,0.44231
3536167672,0.38169,0.36033,0.58473,0.56939,0.57867,0.59279,0.38303,0.31922,0.58951,0.46534,0.45345,0.45809,0.49683,0.53047,0.39696,0.41318,0.40196,0.41305
1915090417,0.3663,0.35464,0.5383,0.51843,0.5504,0.56977,0.32993,0.3358,0.55263,0.42873,0.39947,0.40593,0.41562,0.45013,0.34446,0.37354,0.41148,0.43015
2133865934,0.36383,0.34742,0.5477,0.55013,0.55108,0.49897,0.38121,0.4387,0.61152,0.43379,0.42391,0.42669,0.45679,0.49756,0.36427,0.3911,0.40911,0.44425
4249418769,0.35182,0.32483,0.54158,0.53448,0.57209,0.56166,0.38868,0.40096,0.55941,0.41175,0.43456,0.44096,0.4464,0.44597,0.37062,0.37827,0.39676,0.41813
831071906,0.36335,0.33343,0.55065,0.54048,0.5569,0.50175,0.35377,0.37833,0.45755,0.42655,0.39794,0.39956,0.41904,0.44875,0.33757,0.37566,0.40389,0.41033
3062344511,0.39339,0.37039,0.51975,0.5374,0.59135,0.56576,0.39068,0.39632,0.5611,0.43493,0.43978,0.44847,0.49077,0.46189,0.39158,0.39248,0.42763,0.45013
1186470488,0.38983,0.36863,0.57192,0.56912,0.54769,0.5287,0.39588,0.35488,0.60212,0.44311,0.44911,0.44933,0.47198,0.50545,0.36192,0.38291,0.42126,0.42833
3880166308,,,,,,,,,,,,,,,,,,
3905380380,0.37047,0.34652,0.57249,0.55667,0.54071,0.503,0.36521,0.35893,0.56279,0.43648,0.41617,0.43583,0.43258,0.45256,0.35953,0.35609,0.42272,0.44083
941043079,,,,,,,,,,,,,,,,,,
2935035080,0.3599,0.31869,0.52639,0.51477,0.52089,0.54718,0.33195,0.37701,0.55354,0.4494,0.39919,0.42833,0.40546,0.47427,0.36088,0.41466,0.41835,0.40795
596848865,0.3344,0.32166,0.53474,0.54223,0.48536,0.41213,0.34756,0.30016,0.51969,0.41464,0.42757,0.42599,0.43848,0.46987,0.33732,0.34102,0.38873,0.38454
605721493,0.38775,0.36053,0.55731,0.54812,0.5307,0.49222,0.38205,0.37459,0.5935,0.42258,0.43771,0.45432,0.46031,0.49801,0.36384,0.37531,0.41789,0.43369
2355037963,0.36862,0.36622,0.54803,0.54557,0.49614,0.48797,0.3881,0.34336,0.56013,0.40285,0.44076,0.44414,0.45539,0.49368,0.35412,0.37386,0.4431,0.43373
4054937618,0.36419,0.3472,0.54691,0.54305,0.50303,0.52412,0.36076,0.3407,0.59756,0.42322,0.43964,0.43378,0.45322,0.4808,0.36377,0.36795,0.39647,0.40865
4272508926,0.35942,0.34088,0.53207,0.54229,0.47426,0.45257,0.32142,0.37655,0.56111,0.40332,0.42201,0.4273,0.41675,0.43307,0.35185,0.345,0.39778,0.41993
1175331633,0.39525,0.36893,0.56532,0.58784,0.59528,0.55834,0.4091,0.3935,0.60332,0.46823,0.46002,0.43972,0.43667,0.46952,0.38967,0.41021,0.43712,0.44549
794331966,0.3829,0.35672,0.52333,0.52227,0.49192,0.52223,0.3727,0.35185,0.58823,0.42522,0.43917,0.44566,0.41766,0.43875,0.32752,0.33176,0.39759,0.39776
2198495092,0.37891,0.35596,0.52773,0.51506,0.47427,0.51762,0.36836,0.34474,0.5861,0.41146,0.40877,0.40381,0.43329,0.46093,0.35654,0.35018,0.40065,0.39465
3507791328,0.36593,0.35062,0.54772,0.55647,0.5004,0.47825,0.36237,0.33188,0.60127,0.43151,0.44294,0.45019,0.45659,0.49954,0.36772,0.38564,0.42761,0.45233
1469529412,0.39198,0.37304,0.54327,0.54312,0.51707,0.46833,0.42308,0.41453,0.59302,0.42662,0.43457,0.43544,0.4502,0.48388,0.35982,0.37678,0.40482,0.38988
902659520,0.39365,0.39296,0.54639,0.54763,0.51808,0.52825,0.39184,0.40197,0.59182,0.44848,0.43994,0.47091,0.4674,0.49714,0.36529,0.39379,0.42918,0.46674
1335797480,0.37415,0.34777,0.56835,0.55419,0.51732,0.36458,0.39956,0.37444,0.61635,0.40113,0.43495,0.43342,0.45169,0.48928,0.35998,0.36971,0.41835,0.41013
3294049933,0.41629,0.38471,0.5549,0.56239,0.49435,0.4647,0.38683,0.39578,0.60873,0.44384,0.44428,0.45047,0.45735,0.49357,0.3706,0.38396,0.4345,0.41207
2030451549,0.40666,0.38031,0.57341,0.56214,0.5845,0.56974,0.37565,0.43661,0.57861,0.44726,0.4571,0.45974,0.47422,0.49688,0.37609,0.38333,0.42422,0.4518
286041599,0.39335,0.38269,0.56641,0.56001,0.52371,0.48879,0.39152,0.36904,0.6184,0.4442,0.44542,0.46151,0.44701,0.50078,0.37502,0.40559,0.42569,0.4305
1865552346,0.38339,0.36964,0.58354,0.58926,0.5769,0.5445,0.40446,0.40995,0.62236,0.43037,0.45747,0.4604,0.45971,0.50171,0.37885,0.39593,0.42179,0.47676
3150136596,0.36294,0.35013,0.54567,0.54768,0.52534,0.49756,0.43399,0.36772,0.57092,0.41638,0.41385,0.4083,0.42428,0.4397,0.35921,0.36075,0.43331,0.42462
1211564352,0.39838,0.38049,0.53331,0.53619,0.5148,0.41893,0.40335,0.39406,0.57938,0.43457,0.44481,0.44894,0.45437,0.47699,0.35697,0.37776,0.40806,0.41171
864054604,0.3972,0.37676,0.5592,0.56059,0.60558,0.51624,0.40656,0.33577,0.58284,0.42655,0.44266,0.43208,0.42743,0.4583,0.3888,0.39433,0.41559,0.45372
2647074597,0.35709,0.35568,0.54272,0.55426,0.51951,0.45218,0.44541,0.42594,0.5856,0.41571,0.42868,0.43445,0.45074,0.50664,0.36954,0.37518,0.39765,0.39142
4126518553,,,,,,,,,,,,,,,,,,
2176106208,0.36908,0.34748,0.54569,0.54214,0.47484,0.47828,0.36937,0.35097,0.52986,0.41509,0.41424,0.43637,0.40905,0.40298,0.33392,0.37732,0.39976,0.40503
1641190195,0.4091,0.38584,0.54641,0.53366,0.558,0.53438,0.38886,0.37792,0.58387,0.45866,0.44792,0.4614,0.43808,0.48738,0.37212,0.39074,0.42376,0.47504
1668916995,0.38307,0.36746,0.55179,0.55103,0.57013,0.53389,0.40397,0.42327,0.61172,0.42336,0.44017,0.45721,0.45356,0.45085,0.37717,0.38424,0.44743,0.43221
430366261,0.3957,0.37904,0.55554,0.57677,0.60821,0.53493,0.41861,0.40183,0.57192,0.47275,0.44055,0.4454,0.48936,0.50441,0.38743,0.43349,0.43672,0.4149
845781133,,,,,,,,,,,,,,,,,,
1948125981,0.38182,0.35346,0.55041,0.53082,0.52323,0.47749,0.4139,0.40356,0.60052,0.43661,0.42033,0.43712,0.43122,0.45601,0.37934,0.39661,0.44089,0.45324
277875052,0.37681,0.36611,0.56907,0.56965,0.5033,0.4907,0.4026,0.37615,0.57553,0.4225,0.4512,0.45118,0.45366,0.4597,0.35838,0.37967,0.41154,0.44832
818816018,0.37832,0.37721,0.55203,0.5581,0.5212,0.46906,0.42084,0.39804,0.59739,0.4221,0.42561,0.43645,0.44174,0.48083,0.38383,0.39466,0.40881,0.41379
1263392204,0.36264,0.35329,0.5634,0.54503,0.52667,0.56313,0.36799,0.34449,0.58069,0.43756,0.44127,0.42942,0.44525,0.48873,0.3652,0.382,0.42053,0.43548
2839224673,0.38153,0.34611,0.54636,0.53656,0.50609,0.47752,0.38872,0.32631,0.56584,0.41913,0.4082,0.4225,0.42311,0.4797,0.33449,0.35579,0.40205,0.41128
2059643452,0.38905,0.36737,0.54809,0.54447,0.52987,0.49149,0.35184,0.37498,0.57391,0.43016,0.44233,0.44856,0.42161,0.46522,0.37153,0.37963,0.39825,0.40716
1079476191,0.39323,0.37132,0.54573,0.55858,0.58126,0.50835,0.40686,0.41618,0.54879,0.42197,0.45234,0.44917,0.4608,0.45093,0.36362,0.39363,0.4413,0.45095
511136589,0.3739,0.36049,0.54065,0.55402,0.5063,0.52138,0.37909,0.34277,0.57642,0.44124,0.42838,0.44897,0.45052,0.48295,0.38419,0.39155,0.39715,0.3963
2437012068,,,,,,,,,,,,,,,,,,
3452155618,0.39398,0.35453,0.50202,0.50441,0.482,0.51743,0.3298,0.33524,0.60396,0.42448,0.42939,0.43891,0.43314,0.45859,0.35598,0.37695,0.37857,0.4044
4103742929,0.37791,0.36223,0.5539,0.5667,0.4915,0.43473,0.38009,0.33554,0.57865,0.4215,0.42945,0.43071,0.44474,0.48027,0.35062,0.37296,0.39939,0.37708
2675055112,0.41269,0.37155,0.58021,0.57257,0.58942,0.53061,0.37876,0.36804,0.57739,0.43498,0.44189,0.45314,0.46377,0.49767,0.38254,0.42368,0.40983,0.39703
901390161,0.39181,0.36441,0.53108,0.54232,0.55268,0.51621,0.34337,0.352,0.60365,0.43527,0.43392,0.43121,0.45862,0.49218,0.34657,0.37264,0.42599,0.44665
847405446,0.35401,0.34701,0.54905,0.56636,0.52395,0.48349,0.37577,0.35016,0.57047,0.40516,0.42782,0.43344,0.40457,0.43392,0.35102,0.34443,0.4031,0.43369
3583217738,0.40438,0.39645,0.5735,0.57894,0.61971,0.54317,0.46637,0.43291,0.61398,0.45105,0.4482,0.45361,0.46465,0.47909,0.3924,0.43042,0.46574,0.49611
206017156,,,,,,,,,,,,,,,,,,
1834326432,0.38137,0.37944,0.56047,0.56855,0.51625,0.49713,0.39054,0.34934,0.58022,0.43425,0.42847,0.44999,0.47276,0.50434,0.37671,0.38279,0.4412,0.4632
3368350517,0.36147,0.34638,0.56393,0.56601,0.53539,0.4634,0.41727,0.36468,0.60142,0.44653,0.42399,0.44177,0.46178,0.50007,0.35412,0.36971,0.41044,0.39676
224359375,0.38191,0.35815,0.54349,0.55876,0.49736,0.47297,0.35092,0.38596,0.60212,0.44101,0.44179,0.45682,0.45779,0.49518,0.38284,0.39079,0.426,0.46766
2429436801,0.35584,0.34169,0.5471,0.52603,0.53262,0.50774,0.40136,0.39622,0.5798,0.42396,0.42671,0.45186,0.46316,0.49469,0.35431,0.37482,0.40066,0.41005
1369564593,0.38183,0.35399,0.52119,0.5213,0.50752,0.47537,0.35564,0.34597,0.59214,0.42598,0.44847,0.43758,0.46269,0.49152,0.37732,0.3746,0.42816,0.43616
3843615920,0.3428,0.32524,0.51966,0.52185,0.49663,0.44324,0.38582,0.3759,0.55992,0.3885,0.40939,0.40883,0.41335,0.43814,0.31467,0.31998,0.40012,0.38785
1913743796,0.41295,0.4066,0.54129,0.56459,0.55837,0.55268,0.40168,0.42914,0.61617,0.46083,0.45787,0.48074,0.47033,0.52552,0.37965,0.40986,0.4477,0.43107
2931308155,0.37966,0.37285,0.56326,0.56512,0.58055,0.56773,0.37819,0.37428,0.59557,0.46311,0.44807,0.46137,0.43312,0.48079,0.37182,0.38942,0.43132,0.45888
3156288602,0.38448,0.36991,0.55261,0.56869,0.5334,0.49879,0.39948,0.37616,0.64269,0.45298,0.45608,0.45479,0.45199,0.49536,0.37888,0.39891,0.4062,0.45935
532408862,0.38069,0.37593,0.56154,0.56703,0.56127,0.50939,0.43925,0.40758,0.58138,0.41627,0.42873,0.4166,0.42953,0.44513,0.351,0.35919,0.41843,0.43582
3559378372,,,,,,,,,,,,,,,,,,
1333772540,0.38703,0.36858,0.55666,0.57798,0.52077,0.53154,0.43167,0.3952,0.60413,0.45579,0.45027,0.4565,0.45432,0.49,0.35015,0.39361,0.43126,0.41429
3429281445,0.38348,0.36857,0.53834,0.54938,0.58625,0.59087,0.37718,0.41658,0.59187,0.44492,0.44341,0.44643,0.46331,0.49577,0.3735,0.39393,0.41694,0.40409
2153534428,0.36538,0.34892,0.55873,0.55737,0.56111,0.53117,0.36515,0.3759,0.58492,0.42572,0.43537,0.44896,0.44301,0.44754,0.37554,0.38719,0.4225,0.4623
3481366119,0.3559,0.33266,0.54087,0.55819,0.46255,0.47142,0.34953,0.35773,0.5636,0.42859,0.4198,0.42138,0.43218,0.44991,0.33663,0.37107,0.40937,0.42535
691079181,0.36341,0.34858,0.55179,0.53446,0.5128,0.50107,0.37742,0.38053,0.61547,0.42902,0.42972,0.43139,0.47808,0.47963,0.35428,0.35738,0.38478,0.38679
2713567056,0.39256,0.3715,0.5537,0.56804,0.51473,0.46978,0.40879,0.4328,0.58815,0.42699,0.43959,0.44504,0.44853,0.46047,0.37244,0.38532,0.42095,0.44886
728650873,0.37563,0.34872,0.52678,0.52607,0.55688,0.52974,0.43574,0.37058,0.53805,0.42683,0.42397,0.42318,0.47154,0.47713,0.36684,0.38681,0.42509,0.43378
1922800547,0.39433,0.36823,0.5605,0.57119,0.59208,0.55776,0.32004,0.35545,0.53447,0.45128,0.46604,0.45419,0.46984,0.48917,0.3833,0.39466,0.45724,0.46064
1720607876,0.36345,0.34244,0.53828,0.54281,0.5425,0.502,0.41844,0.35808,0.58308,0.40203,0.41636,0.43153,0.44389,0.45644,0.33873,0.36533,0.42584,0.41372
3153872665,0.39775,0.3829,0.55492,0.56163,0.58023,0.5127,0.38738,0.41103,0.59562,0.44961,0.44707,0.45505,0.4449,0.47606,0.35872,0.39056,0.45167,0.43036
2940487649,0.37483,0.3548,0.5515,0.53869,0.5203,0.49702,0.40137,0.41835,0.58487,0.43878,0.44744,0.44521,0.47373,0.49217,0.36082,0.3667,0.41773,0.41961
3740823181,0.37988,0.35019,0.53871,0.53698,0.49525,0.43349,0.43687,0.41912,0.59273,0.41284,0.44354,0.4326,0.43029,0.46765,0.34671,0.3626,0.44744,0.44578
1976937659,0.35669,0.34562,0.55143,0.56296,0.53416,0.45167,0.41328,0.37935,0.61442,0.42315,0.42026,0.42495,0.44714,0.49076,0.37749,0.37206,0.41377,0.42778
249493606,0.35672,0.34356,0.52281,0.52357,0.50418,0.48333,0.40042,0.37017,0.57582,0.40986,0.40979,0.41489,0.43205,0.45767,0.33229,0.34767,0.41189,0.44154
911646031,0.37179,0.34813,0.54246,0.55999,0.51191,0.47611,0.3862,0.36329,0.61685,0.4232,0.42794,0.44445,0.4436,0.47779,0.35568,0.39092,0.39662,0.40285
2246798909,0.37895,0.36831,0.55991,0.5652,0.56326,0.54228,0.40535,0.39975,0.60286,0.44913,0.43345,0.43624,0.46401,0.50013,0.37551,0.40336,0.39752,0.42082
2728934339,0.37505,0.35308,0.55368,0.54933,0.55239,0.4794,0.41505,0.38783,0.55752,0.45511,0.44624,0.44435,0.47578,0.51689,0.38091,0.38605,0.44342,0.42657
3687313938,0.37043,0.33268,0.52337,0.52579,0.34734,0.26291,0.2869,0.31456,0.42817,0.4127,0.40673,0.41458,0.42342,0.4885,0.34237,0.32628,0.42016,0.34793
1612308939,0.36429,0.3475,0.53399,0.52405,0.48982,0.47721,0.41138,0.37742,0.59349,0.43177,0.43952,0.44317,0.46853,0.49428,0.38075,0.37368,0.42812,0.42887
470226133,0.36634,0.36216,0.55791,0.55459,0.55183,0.49983,0.35568,0.39463,0.59769,0.43493,0.42556,0.43271,0.44989,0.50579,0.3595,0.3716,0.39003,0.39315
2992501050,0.36505,0.35344,0.55926,0.54755,0.53466,0.56706,0.40468,0.38245,0.60668,0.4392,0.4219,0.43892,0.44447,0.48639,0.37889,0.39349,0.40009,0.42108
1404794179,0.38746,0.35868,0.53763,0.52757,0.5318,0.54292,0.36727,0.37224,0.58165,0.44401,0.43491,0.45128,0.47031,0.50068,0.37178,0.38417,0.44305,0.42829
3058390504,0.36968,0.37359,0.56099,0.55363,0.56009,0.56085,0.40784,0.35322,0.58991,0.4375,0.43291,0.44243,0.44785,0.50311,0.37355,0.39342,0.42193,0.49006
3183375640,0.37784,0.37683,0.52035,0.53661,0.55945,0.5037,0.43907,0.40917,0.52936,0.44799,0.44816,0.44906,0.47065,0.47366,0.37248,0.37748,0.44881,0.46935
205407253,0.38642,0.3863,0.5384,0.54037,0.54922,0.52129,0.4195,0.41363,0.59178,0.42485,0.44889,0.45947,0.45024,0.47999,0.34987,0.35292,0.41094,0.42412
3107779654,0.36162,0.35004,0.54798,0.54479,0.51598,0.50338,0.37364,0.34064,0.61685,0.43424,0.42947,0.45523,0.47293,0.50784,0.36481,0.37133,0.43191,0.41181
3103018779,0.37482,0.36492,0.53199,0.5337,0.54896,0.5703,0.44779,0.38351,0.59789,0.43722,0.43003,0.44584,0.43672,0.47066,0.37092,0.3628,0.40208,0.43129
620946215,0.35496,0.35316,0.51116,0.51431,0.46817,0.50059,0.34895,0.33762,0.55795,0.39844,0.41073,0.41956,0.39932,0.44592,0.34502,0.34884,0.35217,0.39847
1274830805,0.368,0.35218,0.5441,0.54502,0.51151,0.53116,0.36333,0.3886,0.59423,0.43358,0.42733,0.44,0.43082,0.48727,0.36324,0.36092,0.43606,0.47172
101080559,0.3541,0.33626,0.52879,0.5077,0.45787,0.48508,0.3661,0.31089,0.59557,0.39537,0.42094,0.42203,0.41615,0.44021,0.33417,0.33587,0.39831,0.39448
2722252643,,,,,,,,,,,,,,,,,,
602649051,0.38572,0.36336,0.56914,0.56828,0.57266,0.5232,0.40836,0.4131,0.58275,0.45945,0.44668,0.45239,0.4464,0.50198,0.36801,0.38,0.43618,0.43361
2020568713,0.38378,0.37971,0.54368,0.54479,0.64076,0.56046,0.33429,0.37116,0.54247,0.45217,0.45312,0.44008,0.47579,0.5016,0.36956,0.39564,0.42145,0.40626
1802386323,,,,,,,,,,,,,,,,,,
838827258,0.35831,0.34822,0.53244,0.53777,0.53985,0.49725,0.35501,0.35446,0.59814,0.44004,0.4137,0.42445,0.4413,0.45158,0.35907,0.39031,0.43117,0.46222
2024240178,0.38312,0.36601,0.5266,0.53634,0.52652,0.53937,0.37306,0.38923,0.58181,0.42069,0.42668,0.43748,0.45412,0.45312,0.35349,0.37762,0.42323,0.4253
553653600,0.37936,0.35687,0.56806,0.5755,0.4994,0.47477,0.40287,0.39114,0.58309,0.43791,0.44233,0.45204,0.43954,0.48388,0.37252,0.38154,0.43231,0.38837
3595884738,0.38758,0.36889,0.53742,0.54098,0.53756,0.55594,0.44159,0.44752,0.60282,0.44156,0.45031,0.4598,0.46874,0.51208,0.36693,0.37774,0.42078,0.38654
2066365761,0.38447,0.3495,0.55845,0.56032,0.55216,0.56125,0.36465,0.2983,0.5866,0.42484,0.42083,0.41923,0.44961,0.45348,0.35796,0.36924,0.41845,0.43702
2635419378,0.38236,0.358,0.54914,0.54829,0.51881,0.48339,0.40666,0.39242,0.5819,0.43193,0.40606,0.43208,0.41987,0.4614,0.36506,0.38155,0.3849,0.42211
3993697923,0.38871,0.3727,0.56968,0.56943,0.56719,0.47857,0.39374,0.39151,0.59131,0.42586,0.44722,0.43476,0.45491,0.46953,0.39004,0.38546,0.46235,0.46312
3601924967,0.37404,0.35163,0.5575,0.53443,0.56773,0.48563,0.38558,0.35872,0.60433,0.442,0.42467,0.42761,0.44457,0.49784,0.37931,0.38824,0.38873,0.43024
3689818411,0.39311,0.35167,0.54728,0.55076,0.53363,0.50388,0.39306,0.38513,0.57914,0.43527,0.43732,0.4424,0.4652,0.47839,0.36408,0.39349,0.40525,0.46269
3799253165,0.37494,0.37081,0.53932,0.53714,0.50921,0.46589,0.40407,0.34667,0.58557,0.42334,0.45002,0.44076,0.4467,0.45265,0.35232,0.37571,0.4081,0.41816
2443740038,0.36497,0.36057,0.54006,0.53224,0.47915,0.51032,0.38787,0.37994,0.56892,0.42156,0.41036,0.41898,0.4208,0.44108,0.34978,0.36036,0.41072,0.42069
2080822405,0.38594,0.36067,0.53479,0.55127,0.61659,0.51262,0.41223,0.41927,0.62485,0.45347,0.45395,0.45072,0.46388,0.49502,0.37922,0.39501,0.43504,0.45719
4048854222,,,,,,,,,,,,,,,,,,
403857286,0.35743,0.35368,0.46754,0.48339,0.52864,0.49183,0.4414,0.37058,0.5858,0.42772,0.43101,0.41212,0.44016,0.39296,0.34464,0.36627,0.42954,0.39124
84500333,0.35367,0.34901,0.52691,0.53674,0.53506,0.54637,0.41142,0.40011,0.57102,0.42323,0.44157,0.43188,0.43072,0.47536,0.33702,0.35798,0.40446,0.43763
2991471107,0.35762,0.35169,0.54215,0.53818,0.55434,0.47534,0.33145,0.36046,0.60613,0.42798,0.42732,0.43941,0.4214,0.45824,0.36475,0.38065,0.40219,0.39598
2288644243,,,,,,,,,,,,,,,,,,
4283335473,0.40046,0.36696,0.56499,0.54625,0.60556,0.53221,0.41044,0.37329,0.61525,0.43865,0.4703,0.46536,0.49289,0.51813,0.39273,0.39886,0.43531,0.4376
867434602,0.37256,0.36106,0.57264,0.5579,0.56634,0.51233,0.42687,0.38469,0.5792,0.4398,0.42936,0.42767,0.47181,0.49764,0.37401,0.39541,0.39052,0.39987
